,Date,Tweet,User
491,2021-07-21 23:19:22,"Petugas PPSU Puji Hartini 30 tahun, membenarkan dirinya bersama  sejumlah wanita bergabung ke dalam tim pemulasaraan jenazah Covid-19 untuk alasan kemanusiaan. #TempoMetro https://t.co/kmWgLzGDtK",TEMPO.CO
492,2021-07-21 23:19:15,@PutriShakty Itu buat pasien Covid-19 bu @KhofifahIP?,Candra Nakimula
493,2021-07-21 23:19:14,"@NKRIJaya_ @GustiMberkahi @CCICPolri @DivHumas_Polri @yanmas_reskrim @jacklynchoppers @mohmahfudmd @eddyhiariej @NajwaShihab Warga mana sih dia ?

https://t.co/954AcYF5HM",Aiman_Judakusumah 🇮🇩
494,2021-07-21 23:19:12,"@PAWANGNYAJINUK covidiot covidiot, nnti klo tes bilangnya ""di-covid-kan""",icha
495,2021-07-21 23:19:06,"#SahabatBahari, imun yg kuat adalah modal kita utk terhindar dari virus, khususnya pada masa pandemi seperti sekarang. 
Jadi mengonsumsi produk 
perikanan yg mengandung imunostimulan, sangat dianjurkan lho.
Yuk kita lawan covid-19 dengan mengonsumsi produk kelautan dan perikanan! https://t.co/cuEm64Ja3c",Sakti Wahyu Trenggono
496,2021-07-21 23:19:01,Bupati Tangerang Apresiasi Langkah Persita Perangi Covid-19 https://t.co/5d4GVyZYkG,Kabar Sepakbola
497,2021-07-21 23:18:47,"Kerajaan disaran meletakkan harga kit ujian kendiri dalam barang kawalan harga dan memberikan subsidi kepada golongan tertentu terutama B40.
#sinarharian 

https://t.co/luTvdBQJtc",SinarOnline
498,2021-07-21 23:18:45,[BERITA] Pasien Covid-19 Wajib Tahu! Kemenkes Beri 3 Cara Tingkatkan Saturasi Oksigen Tanpa Bantuan ... - https://t.co/Pi3Ks94jwN,Pasar Kemis
499,2021-07-21 23:18:41,"@Markonah_003 dan anehnya tiap pasien covid masuk rumah sakit, pasti meninggal. mungkinkah ini sebuah konspirasi??",The kwox
500,2021-07-21 23:18:22,Giat personel polsek sikur melaksanakan pengawasan penerapan prokes covid-19 di sekolah terkait dengan PPKM mikro darurat imbangan https://t.co/rTsv2XQi59,Polseksikur
501,2021-07-21 23:18:01,Adanya covid kita bisa liat bedanya negara maju dan negara berkembang. Jauh get,𝐖𝐚𝐟
502,2021-07-21 23:17:57,@GarengHallu Kalo dah kena covid dan kebablasan baru nyesal.,Edo Tirta Winata
503,2021-07-21 23:17:55,Gubernur Khofifah memastikan bahwa saat ini antusiasme warga Jatim untuk divaksin covid-19 sudah tinggi,Dodi Maulana
504,2021-07-21 23:17:42,"@fmtoday ini issue hidup dan mati seseorang..senangnya menteri jwb cm ni... bertapa mudahnya jwb...inikah cara msia menangani covid...@DGHisham apakah istilah "" letih"" yg blh meragut nyawa diguna pakai dlm bidang perubataan.bukankah ini adalah suatu perbuatan ""khianat""",Trend Setter
505,2021-07-21 23:17:40,Lonjakan Kasus Covid-19 Bayangi Laju IHSG https://t.co/m2fsz4FZva,CNN Indonesia
506,2021-07-21 23:17:27,"Mahasiswa, gimana si caranya ngechat dosen buat bimbingan online. soalnya dospemku udh 14hari yg lalu kena covid. aku bingung pas ngeechat baiknya nanya kabar dulu atau langsung to the point ya","Puttt| jual netflix 38k, wetv, disney+, hbo go🔥"
507,2021-07-21 23:17:25,Anies Baswedan menyampaikan pemerintah DKI perlu berkolaborasi dengan aparat penegak hukum lainnya dalam menindak pelanggar protokol kesehatan di masa darurat pandemi Covid-19. #TempoMetro https://t.co/3rV8p5aQgd,TEMPO.CO
508,2021-07-21 23:17:19,"@iaridlo Wong realisasi belanja normal saja seret dg sistem baru ini apalagi belanja untuk covid yg dituntut cepat dan mengikuti perkembangan kasus, perubahan strategi penanganan, serta keilmuan pengobatan.",Mas Maman
509,2021-07-21 23:17:11,"@AREAJULID Bentar lagi bkin twit"" minta doanya guys, aku positif covid""",dedew
510,2021-07-21 23:17:08,"@sajangneem Menyedihkannya adalah udh sering dapet kabar duku dari rekan dan saudara, disisi lain ada sekumpulan orang bego yang ngumpul-ngumpul dan menyepelekan covid.",Mar
511,2021-07-21 23:17:02,"@watikasbi @dinadimu Klo kata yang ga peduli covid, 3 dari 48juta warga jabar… kecil, yang sembuh banyak 🤪🤪🤪🤭",Putri Puch
512,2021-07-21 23:16:44,Iran Kunci Teheran Sepekan di Tengah Gelombang COVID Kelima - https://t.co/iTgHqDdHyB https://t.co/mYMrWkWLeZ,Gontornews
513,2021-07-21 23:16:38,@kompascom Analisa.penambahan kasusnya krn apa? Krn kl gak tau sebabnya sulit utk menganalisa. Krn ads banyak faktor knp seseorang bs tertular.covid.,Aphrodite Celestamine Prune
514,2021-07-21 23:16:36,Luhut Binsar Pandjaitan mengatakan perjuangan melawan Covid-19 varian delta belum selesai. #TempoBisnis https://t.co/z8cugcMGbn,TEMPO.CO
515,2021-07-21 23:16:32,"Susul Arsenal, Inter Milan Batal Ikut Florida Cup Di Tengah Kekhawatiran Covid-19 https://t.co/lPdgfp2iIL | Via https://t.co/SoL9Jcy3EW",AIS PAREPARE
516,2021-07-21 23:16:30,"@jogmfs Kalo kondisi sekarang nder ga usah ga enak ga enakan gitu, semua orang punya hak buat melindungi diri sendiri dan keluarga masing2, jadi walaupun masih saudara dekat tapi posisi udah ada gejala gitu mending gausah nengokin dlu takutnya covid ntar kemungkinan tertular gede",Arif Shodiq Mustaqim
517,2021-07-21 23:16:22,@DiantyYasmin3 Entar pada kena covid yang si salahin jokowi... Bener2 manusia susah di atur,win kus 🇮🇩
518,2021-07-21 23:16:19,"Bab orang datang ke cac/ppv sedangkan diri positive covid ni kan, bukan warga asing je buat hal. Warganegara sendiri pun banyak je bawa akal tak cukup panjang tu ke sana. Tapi nak buat cemana, yang dirakam warga asing face palm🤦🏻‍♀️",yenem💫🏴
519,2021-07-21 23:16:17,@alvinlie21 @ainunnajib @jokowi Karena covid tidak mengerti peraturan,JLX
520,2021-07-21 23:16:17,"Satu lagi orang terdekat meninggal karena covid, dan masih banyak orang yang bilang ini cuma rekayasa rumah sakit dan sudah takdirnya. Segampang itu untuk sebuah nyawa yang menurut mereka biasa tp terlalu berharga untuk orang yg ditinggalkan.",intantun
521,2021-07-21 23:16:13,"Takpe, lain kali boleh join lagi ok!
#mstar
#mstar210722
 https://t.co/SdXw1bXahS",mStar Online
522,2021-07-21 23:16:07,"COVID: 11,985 kes baharu dilaporkan semalam – KP Kesihatan https://t.co/qGyZf9fTi5 https://t.co/s8nwYryUS2",Media Batu
523,2021-07-21 23:16:06,"Assalamu'alaikum wr wb.
Semangat pagi semua. Selamat beraktivitas semoga kita dlm PPKM DARURAT mendapat ridlo dan berkahNYa, sehat wal'afiat, Rizqi mlimpah dan dilancarkan sgl urusan. Dan shbt/keluarga yg sdg sakit smoga sgr disembuhkan Alloh SWT. serta wabah Covid sgr berlalu 🤲 https://t.co/qhMVfoQPNc",ABAH IDING
524,2021-07-21 23:16:05,"Ini benar, kalangan menengah atas masih bisa mengurangi aktivitas dg tetap di rumah, sementara yg mengandalkan pendapatan harian harus berjuang memenuhi kebutuhan hidup dan rentan tertular Covid-19. https://t.co/ieNcUvzVJV",Kholil78
525,2021-07-21 23:15:59,"buat kaum sebelah, kehilangan nyawa akibat vaksin cuma guyonan. 

lain dgn kehilangan nyawa akibat covid..bahasanya super bombastis, lebay dan penuh hiperbola https://t.co/PJt5CTezdI",sweet teriyaki
526,2021-07-21 23:15:53,Baru tidur 2 jam dan skrg sakit kepala. Dan harus ketemu klien eks covid. Mantap,meh
527,2021-07-21 23:15:52,"Update Peta Persebaran Covid-19 di Kabupaten Magetan, Per Tanggal 21 Juli Pukul 19.00 WIB.

sms / wa : +62 811-3020-906 https://t.co/mm326rTA0I",🇷 🇦 🇸 🇮 🇲 🇦 🇬 🇪 🇹 🇦 🇳 ™
528,2021-07-21 23:15:51,"Bila tak dapat vaksin, kata apahal slow. Telan duit ke.

Dah dapat vaksin, capai 400k sehari, marah tak guna pun dapat vaksin ramai ramai

Kawan dapat covid lepas seminggu kena vaksin, marah apahal nak ada ppv mega, padahal awalan tanya negara tak mampu sediakan fasiliti ke.",carmen kay. a
529,2021-07-21 23:15:46,"@ana_khoz Pemerintah khan tidak melarang shalat, hanya smtr tdk dilakukan di mesjid yg menimbulkan kerumunan yg berpotensi penularan virus Covid-19",Andi Triwidarto
530,2021-07-21 23:15:32,Ketentuan tercantum dalam Keputusan Menteri Kesehatan tentang jenazah Covid-19. Simak detailnya. #TempoTekno https://t.co/Re5yF8LVt5,TEMPO.CO
531,2021-07-21 23:15:29,"2 minggu lagi juga posting tentang bahaya covid, klasik bgt https://t.co/HxqzHYcMIa",︎︎︎ ︎︎︎︎ ︎︎︎︎ ︎︎︎︎
532,2021-07-21 23:15:19,"Gubernur Jawa Timur, Khofifah Indar Parawansa kembali turun ke masyarakat untuk menggencarkan vaksinasi covid-19",Andri Zilandri
533,2021-07-21 23:15:16,Covid 19 di asem b3 ba😹😹😹 https://t.co/C2jCMGmBV9,Edinam🥰
534,2021-07-21 23:15:13,"Pihak berkuasa Indonesia telah mengharamkan aktiviti-aktiviti yang menarik kehadiran ramai orang pada masa sambutan Hari Raya Aidiladha itu.
#sinarharian

https://t.co/L8cCB9GZhw",SinarOnline
535,2021-07-21 23:15:12,"Dipanggil Khusus Jokowi, Wali Kota Bogor Bima Arya Beber Hasil Pertemuan https://t.co/gAyPS4WS3P #BimaArya #covid-19 #Jokowi #WaliKotaBogor",fajar online
536,2021-07-21 23:15:12,"Menyampaikan Himbauan Patuhilah Protokol Kesehatan Cegah Covid-19
.
JAGOAN PALEMBANG
JAGO PALEMBANG !

@DivHumas_Polri
@ditbinmaspoldas
@irvanprawira
@BinmasUlu2 https://t.co/YaflqScp29",BinmasSeberangUlu2
537,2021-07-21 23:14:58,"4.12 JUTA JIWA. | Meninggal diseluruh dunia akibat Covid-19 &amp; kalian masih tidak percaya, bahkan sengaja melakukan demonstrasi.

Nyawamu itu tidak mungkin ada serepnya, dan mustahil telah digaransikan, saya tdk percaya sama sekali kalau kalian tdk dibayar.

☕️ Kopi pagi.",SHENO WIRANG | 🇮🇩
538,2021-07-21 23:14:54,"Arahan menteri Desa dalam penangan Covid. 
Selamat Hari Jadi Gus menteri
@jokowi 
@halimiskandarnu
@Kemendespdtt
@malik_haramain
@imansyukri
@taufikmadjid71
@yusradaridesa 
@azzameldzikrie 
@tppkemendes 
@TPPISUMUT
@KoorprovSumut https://t.co/hC0sZrC4NV",Tengku Fahrizal Husni
539,2021-07-21 23:14:50,"#ICYMI #OlimpikTokyo2020 #DemiMalaysia Temasya Sukan Olimpik Tokyo 2020 bermula secara tidak rasmi pada Rabu, sebelum perasmiannya esok, selepas berhadapan ketidaktentuan dan banyak cabaran di tengah-tengah pandemik COVID-19.

https://t.co/ddokjTUD3o",BERNAMA Radio🇲🇾
540,2021-07-21 23:14:46,"SALES KHILAFAH ‼
.
Sruput kopinya gaes, sambil menunggu berita @DivHumas_Polri menangkap orang2 ini.
Sbg bukti keseriusan aparat kepolisian dlm memberantas penyebar hoax covid.
🙏😊 https://t.co/MgeaI4YQiz",C⭕VERB○Yk₩
541,2021-07-21 23:14:30,"Sumber dari pemerintahan Guinea mengatakan keputusan untuk tidak mengirimkan kontingen yang terdiri dari lima atlet itu adalah karena masalah finansial.
  https://t.co/mQw9PjMaL6",Media Indonesia
542,2021-07-21 23:14:28,"@rosalinamumtas @augusteenpoer @NarasiNewsroom Tetanggaku kemarin sore jam https://t.co/TLxqnEiTAe tdk sadar. Panggil ambulan dan dibawa ke RSUD.

Jam 20an meninggal dunia positif Covid 19. Hasil rontgen paru2nya sdh putih. 

Kayaknya telat dibawa ke RS yach... penting buat tiap keluarga mengetahui kapan harus ke RS.Jgn telat",M. Soleh Syarief
543,2021-07-21 23:14:18,"@alextham878 Saya ngga mau merasakan virus covid, amit2 dah... 
Ente mau merasakan gimana diserang virus covid ya cak  @emhaainunnadjib  ..??? Semoga Allah mengabulkan..",💤M I M P I 🇮🇩 ( I'm a pretty woman )
544,2021-07-21 23:14:15,"#JogoWargoJogoNegoro
#AyoJogoJeporo
#BersamaKitaBisa
Rabu(21/07/2021) Bhabinkamtibmas Bripka Heru memberikan arahan kepada warga untuk mematuhi protokol kesehatan guna mencegah meluasnya penyebaran covid-19 https://t.co/Pfqo9yqBS3",polsek welahan
545,2021-07-21 23:14:12,"Covidiot jgn pernah ditiru...
Covid-19 itu nyata jaga Prokes https://t.co/B7668z80W7",Bahari Jaya
546,2021-07-21 23:14:11,"Menyampaikan Himbauan Patuhilah Protokol Kesehatan Cegah Covid-19
.
JAGOAN PALEMBANG
JAGO PALEMBANG !

@DivHumas_Polri
@ditbinmaspoldas
@irvanprawira
@BinmasUlu2 https://t.co/hiZBuknKAd",BinmasSeberangUlu2
547,2021-07-21 23:14:11,KaSPKT Polsek Mojolaban Aiptu Giyat pimpin giat patroli Blue Light ke tempat tempat rawan serta pemukiman penduduk guna mengantisipasi gangguan dan kerawanan Kamtibmas serta berikan imbauan kepada warga agar selalu patuh Prokes 5 M untuk memutus mata rantai Covid 19. https://t.co/5KRbxpymr8,Polsek Mojolaban
548,2021-07-21 23:14:10,"@tirta_hudhi Sebenarnya kasihan sama orang tua mereka punya resiko tinggi terhadap covid, eh anaknya main nongkrong gak jelas lagi hehehe",Anti_Baper
549,2021-07-21 23:14:07,Polri tengah menyelidiki informasi terkait kartel kremasi jenazah Covid-19 di tengah pandemi https://t.co/focLwdL7BO,Kompas.com
550,2021-07-21 23:14:03,Pasien yang masih dirawat atau menjalani isolasi mandiri (kasus aktif) bertambah 222 orang. Kini totalnya 5.691 orang. https://t.co/G5b7ddjihr,Kompas.com
551,2021-07-21 23:13:44,"Setali tiga uang dengan Bali, industri pariwisata di Singapura juga ambruk karena adanya pembatasan kegiatan masyarakat atau PPKM yang kembali di berlakukan di negara pulau tersebut,kerana adanya lonjakan kasus baru Covid-19 di Singapura saat ini.",Albert Solo
552,2021-07-21 23:13:35,Pandemi COVID 19 seperti KUDA HITAM yang ditunggangi OKNUM untuk kepentingan yang variatif sehingga sulit kita berkata kapan virus Corona ini berakhir?,Alexander Lande
553,2021-07-21 23:13:19,"Menyampaikan Himbauan Patuhilah Protokol Kesehatan Cegah Covid-19
.
JAGOAN PALEMBANG
JAGO PALEMBANG !

@DivHumas_Polri
@ditbinmaspoldas
@irvanprawira
@BinmasUlu2 https://t.co/nnHKj8kLOZ",BinmasSeberangUlu2
554,2021-07-21 23:13:16,Pandemi covid berjalan beriringan dengan hoaks. Jadi sampe kapan kelarnya? Tanyakan sajalah pada rumput yg bergoyang.,rach.
555,2021-07-21 23:13:10,@amer_aljeffrey @karmenlunarx Dia pun dah kena covid skali kot,Pray For Bella
556,2021-07-21 23:13:10,WHO: Varian Delta Covid-19 Mendominasi dalam Beberapa Bulan https://t.co/yAPDV1xlxn,MedcomID
557,2021-07-21 23:13:09,@karmenlunarx Kawan kena covid pun nak tunggang. Dasar lembam kepam.,Ahmad Syukri Jaafar
558,2021-07-21 23:13:01,"@budhihermanto @Galihramorones @faridgaban @fullmoonfolks Teman sy yg perangkat desa, penyintas covid, prnah bkin status. Warganya ngeyel klo covid itu ada. Bahkan denial walaupun nanti jika ada yg serumah sakit stlah ada yg meninggal dunia. Ttp ngeyel bkan covid .. aku sedih di Banjarnegara banyak yg abai 😢😢😢",Ms.Atih
559,2021-07-21 23:12:46,"di beberapa Rukun Tetangga dan Rukun Warga juga begini, takut dicap zona merah.
 https://t.co/WyHyVobidn",𝖇𝖞𝖊
560,2021-07-21 23:12:45,"Arahan #GusMenteri @halimiskandarnu
Dana Desa mendukung pelaksanaan PPKM
1. Bantuan Langsung Tunai-DD
2. Desa Aman Covid-19
3. Padat Karya Tunai Desa
#tppmojokerto
Jaga Prokes dan terus berdo'a semoga semua selalu sehat wal afiat https://t.co/de25QimYoZ",Nurul huda
561,2021-07-21 23:12:44,"Gelarlah PON setiap bulan, supaya Covid menghilang setiap bulannya.
#NegaraSedangTidakBaik2Saja https://t.co/fB54V4DkWW",Adhiesaja
562,2021-07-21 23:12:41,"Mata Najwa - Harap Sabar Masih Darurat (Part 4)
https://t.co/sXj1RIjMuy

Presiden Jokowi mengingatkan pemerintah agar sensitif terhadap kondisi laju penyebaran Covid-19 di Indonesia. #MataNajwaHarapSabarMasihDarurat",Mata Najwa
563,2021-07-21 23:12:40,"Mata Najwa - Harap Sabar Masih Darurat (Part 3)
https://t.co/z0zVldBGRK

Papua terapkan lockdown untuk menekan penyebaran Covid-19 di Papua menjelang PON XX. #MataNajwaHarapSabarMasihDarurat",Mata Najwa
564,2021-07-21 23:12:31,"seriyau jugak la jadi volunteer ppv, takut bawak balik covid kt family",jat🇵🇸
565,2021-07-21 23:12:27,"Menyampaikan Himbauan Patuhilah Protokol Kesehatan Cegah Covid-19
.
JAGOAN PALEMBANG
JAGO PALEMBANG !

@DivHumas_Polri
@ditbinmaspoldas
@irvanprawira
@BinmasUlu2 https://t.co/YAKB594NQd",BinmasSeberangUlu2
566,2021-07-21 23:12:20,"Video yg masukin bawang putih ke idung udah masuk grup wa keluarga, auto percaya semua itu bisa nyembuhin covid :"")) hadeh",marssmellow
567,2021-07-21 23:12:14,@dearfdh @freakaroid Sini tak kasih tebakannya bapakku. Jenis vaksin covid apa yang paling aman?,usernameku
568,2021-07-21 23:11:48,"Selamat Hari Adhyaksa

Sinergitas bersama dalam penanganan Covid-19 menuju masyarakat Kudus yang sehat 🙏

@Pemkab_Kudus 
#hariadhyaksa https://t.co/BPgP6fMRym",Dinas Kominfo Kudus
569,2021-07-21 23:11:41,makasih temen2 yg reply pls always stay safe and follow the health protocol ya emang covid anjing,Raiden Shogun 𓃠
570,2021-07-21 23:11:38,"Tebarkan Kebaikan Berbagi Dalam Kebersamaan

Bhabinkamtibmas dan Babinsa Penawangan terus berupaya membantu masyarakat di tengah pandemi Covid-19 dengan memberikan Bansos PPKM Darurat dari Pemerintah. https://t.co/8RjgvbTd1Q",NEW POLSEK PENAWANGAN
571,2021-07-21 23:11:34,"@jawapos Testing semakin rendah, kasus covid 19 turun, tetapi positif rate naik. https://t.co/2YWDgIlDIH",ehermankhaeron
572,2021-07-21 23:11:26,"Menyampaikan Himbauan Patuhilah Protokol Kesehatan Cegah Covid-19
.
JAGOAN PALEMBANG
JAGO PALEMBANG !

@DivHumas_Polri
@ditbinmaspoldas
@irvanprawira
@BinmasUlu2 https://t.co/iIIDA3aVBL",BinmasSeberangUlu2
573,2021-07-21 23:11:25,"CNN Indonesia: Sistem Zonasi Covid Diubah, Rasio Testing Kini Jadi Rujukan https://t.co/5u1gd7fNu4",M. Chatib Basri
574,2021-07-21 23:11:22,"Dengan penuh harapan, kita semua mematuhi Arahan Menteri Desa PDTT terkait Penanganan Covid-19 di Desa. Semoga Pandemi segera berlalu Aamiin
@jokowi
@halimiskandarnu
@kemendespdtt
@malik_haramain
@imansyukri
@yusradaridesa
@azzameldzikrie
@TPPJombang
@cak_furi1
@RAKAlavida https://t.co/CdxvKuirKg",Eka Arum Sari Jbg
575,2021-07-21 23:11:11,"Arahan #GusMenteri @halimiskandarnu
Dana Desa mendukung pelaksanaan PPKM
1. Bantuan Langsung Tunai-DD
2. Desa Aman Covid-19
3. Padat Karya Tunai Desa
#tppmojokerto 
Selalu berdo'a dan mengikuti aturan prokes yg ada https://t.co/h36NUIx2b2",Nurul huda
576,2021-07-21 23:11:03,Sepinya Little Tokyo Blok M Akibat PPKM: Sepinya Little Tokyo Blok M Akibat PPKM. Pemerintah resmi menetapkan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Level 4 sehingga 25 Juli mendatang untuk mencegah penyebaran virus corona Covid-19. https://t.co/AN9hUOJq6Z,Merdeka.com
577,2021-07-21 23:10:31,"Menyampaikan Himbauan Patuhilah Protokol Kesehatan Cegah Covid-19
.
JAGOAN PALEMBANG
JAGO PALEMBANG !

@DivHumas_Polri
@ditbinmaspoldas
@irvanprawira
@BinmasUlu2 https://t.co/EWRSSl63J5",BinmasSeberangUlu2
578,2021-07-21 23:10:27,"@__Sridiana_3va Betul dok, covid menghilang dari indonesia bisa,, asal ga di tes,,",Bang Zay
579,2021-07-21 23:10:27,"Ada temen awal pandemik gw bilang. Dirumah dulu lah,masa tiap hr main bola, suka gapake masker pula

Dia jawab, temen gw yg ga pernah kemana2 malah kena covid tuh 
Gw tiap hari keluar rumah nggak. 

Sejak saat itu gw tiap diajak ketemuan ada dia, gw ga mau, igsnya gw mute juga",.
580,2021-07-21 23:10:19,"Sebenarnya kl kita mau jeli., hanya penyakit tertentu sj. Yg apabila covid menyerang bisa berakibat vatal. Knp tdk melakukan  prokes ketat thd mereka sj. Bukan utk masyarakat umum.*ini*",Kang_harun
581,2021-07-21 23:10:09,"Al-fatihah buat mereka yang kehilangan ahli keluarga sebab covid. Semoga Allah permudahkan urusan disana. Semoga Allah ampunkan segala dosa mereka. Semoga ahli keluarga yang dalam kesedihan, diberi kekuatan akal dan diri.",🇵🇸🕊
582,2021-07-21 23:10:08,@arepblackflag @ziqkasya @tengkuamelya Klang paling banyak kes covid dalam Selangor.,اديلا
583,2021-07-21 23:10:04,"Bole ga sih bersyukur ibuk dulu meninggal pas jaman2 covid belum membludak kya skrg, ga bisa bayangin kalo ibu kumat seseknya tiap seminggu sekali yg dlu bisa lgsg opnam dpt oksigen dpt kamar, trs kalo posisi skrg dmn2 Rs penuh oksigen kosong, bisa hancur aku liat ibu menderita😥",Y
584,2021-07-21 23:10:04,"Personil Polres Tabanan bersama tim gabungan  melaksanakan  penyekatan PPKM Level-3 malam hari di Simpang AdipuraTabanan, mengurangi mobilitas masyarakat untuk menekan angka penyebaran Covid-19. #ppkmdarurat #taatppkmdarurat #bersamalawancorona #polrestabanan https://t.co/n20ynRM0cH",Polres_Tabanan
585,2021-07-21 23:10:04,Perdana menteri Singapura menyatakan bahwa pembatasan kegiatan masyarakat di negaranya adalah untuk memutus mata rantai penyebaran Covid-19 di negaranya.saya meminta maaf kepada anda semua warga Singapura kerana adanya pembatasan aktivity anda semua.tegas beliau,Albert Solo
586,2021-07-21 23:10:03,Mereda pleasee covid nih. AKU UDH PEGEL PEGEL BANGET YA ALLAH MAU MANGGIL TUKANG URUT😭😭😭😭😭😭,Anna
587,2021-07-21 23:10:01,Sedikitnya tiga orang pedemo yang menolak PPKM darurat di Bandung reaktif COVID-19. #tolakPPKM https://t.co/T8ZViGsdCr,GenPI.co
588,2021-07-21 23:09:20,"@geminigirls__ Random sih di tongkronganku, awal² hp an dulu crita² ringan hahhihi. Terus masak dan makan jan lupa (ini gak bisa ketinggalan sih) nah habis makan nih banyak obrolannya. Bahas kematian, mitos, konspirasi covid ,pemerintah, cewek, asmara, balik lagi ke kematian",Sq_ain
589,2021-07-21 23:09:19,@detikcom Kita msh berduka...mohon pemerintah jng main2 dg covid-19..dg gonta-ganti istilah..,U-Turn My Country
590,2021-07-21 23:09:14,"Menyampaikan Himbauan Patuhilah Protokol Kesehatan Cegah Covid-19
.
JAGOAN PALEMBANG
JAGO PALEMBANG !

@DivHumas_Polri
@ditbinmaspoldas
@irvanprawira
@BinmasUlu2 https://t.co/JQe8VXNNGm",BinmasSeberangUlu2
591,2021-07-21 23:09:11,Wabah Covid-19 Membayangi IPO Anak Usaha BUMN https://t.co/p4ElvL7qDe,KONTAN NEWS
592,2021-07-21 23:09:03,"Biaya pembangunan RS darurat COVID-19 belum termasuk insentif nakes, biaya perawatan pasien, serta klaim obat https://t.co/hc4K2vhrX9",VOI.id
593,2021-07-21 23:08:47,"Serumah anggotanya 6 orang, udh 3 dewasa &amp; 1 lansia fully vaccinated for COVID-19.
Besok 1 remaja, will get her first shot😍😍😍 https://t.co/4Zh4dgeqHV",ay
594,2021-07-21 23:08:45,Angka Kematian COVID-19 dan BOR Jabar Turun* https://t.co/gL0B8p2KRN https://t.co/W9bHDYkNWa,jabarprov.go.id | #Ayo5M+Vaksinasi
595,2021-07-21 23:08:36,Allah SWT sangat tepat memilih pak jokowi yang mimpin di Indonesia saat pandemi covid terjadi. Gak tau gimana jadinya ketika pandemi terjadi saat @SBYudhoyono jadi presiden,Markonah
596,2021-07-21 23:08:35,"Mengenal 4 Produsen atau Perusahan Vaksin Covid-19, dari Sinovac hingga Pfizer https://t.co/gVUuN4MpyK",Liputan6.com
597,2021-07-21 23:08:33,"Disiplin Jalankan Protokol Kesehatan, Tidak Ada Wilayah Tanpa Risiko COVID-19 https://t.co/nx8qWW96LC",Liputan6.com
598,2021-07-21 23:08:32,"@aik_arif Masyarakat, khususnya kadrun darwis (modar ya wis): tdk mau patuh pd prokes covid. 

Siapa yg membawa d
Delta ke pelosok Jawa/Bali? Apa urusan penfunjung/pendatang India/Inggris sampai ke pelosok Indonesia?

Jadi semakin banyak carrier yg mati, alhamdulillah, semakin baik ...",Pandir Kelana
599,2021-07-21 23:08:31,"@muannas_alaidid @DivHumas_Polri Ini orang, awal2 ada covid dia provokasi  kok kalian diam?! Lapor donk ke @DivHumas_Polri @CCICPolri 
https://t.co/eCH1nFOGvS",MilitanOposisi
600,2021-07-21 23:08:03,"https://t.co/xr9RSi2xxi

Pemerintah resmi melarang Warga Negara Asing (WNA) masuk wilayah RI selama PPKM. Untuk menekan penyebaran Covid-19.",ADyunadi
601,2021-07-21 23:08:02,"Bentar lagi, hattrick nih, pak luh..?

Rekor 1.383 Kematian COVID-19, RI Masih Teratas 'Ungguli' Brazil https://t.co/2NtzCM8TME",Senopati
602,2021-07-21 23:07:56,5 Saham Ini Profitnya Naik selama COVID https://t.co/xZPaFEatmb,Muhammad Husin
603,2021-07-21 23:07:54,"Kementerian Kesihatan (KKM) akan sentiasa mempertingkatkan tahap kesihatan awam dalam memerangi wabak COVID-19 melalui perolehan bekalan vaksin yang dinilai daripada aspek tertentu. 

#MenangBersama
#LindungDiriLindungSemua
#KomunikasiKita
#JabatanPenerangan
#pmrkulai https://t.co/u9YXjHtUE9",pmrkulai
604,2021-07-21 23:07:49,"Sungguh sangat disayangkan banyak tokoh publik baik itu teknokrat, agama maupun politikus berbicara atas kepentingannya sendiri atau kelompoknya dan berseberangan dengan pemerintah dalam menghadapi Pandemi Covid-19 ini.
.
.
Guyub dan kompak lawan Pandemi.",MOHAMAD ARIFIN
605,2021-07-21 23:07:46,"@kompascom Kl memang pengusaha mall hrs dibantu ya dibantu shg mrk.semua bs bertahan dan sukses menjalankan ppkm darurat. Kondisi ekonomi terkoreksi kan krn kondisi covid, kl.kondisi ini bs pulih insya Allah kan normal.lagi.",Aphrodite Celestamine Prune
606,2021-07-21 23:07:40,Saling jaga selesai beroprasi karena saking banyaknya orang yang kena Covid ya.,K. Amalia Yasmin
607,2021-07-21 23:07:38,"Aku baru block si lembam yg tweet kawan dia dapat covid lepas kena vaccine

1- kawan dia vaccine seminggu lalu, harini positif

2- dia salahkan KJ on his tweet sbb kawan dia kena covid19

3- dia marah kenapa nak ada PPV mega sbb nak tunjuk kote besar ke?",carmen kay. a
608,2021-07-21 23:07:29,"https://t.co/9rHxpTizxv

Kematian akibat COVID-19 RI kembali mencatatkan rekor. Dengan 1.383 kematian dalam sehari, Indonesia 'mengungguli' Brazil dengan 1.302 kasus kematian.",ADyunadi
609,2021-07-21 23:07:27,"@fabianandme @whohead1 @AZDHS @BroomheadShow @dougducey Dr. Batar:
https://t.co/lxDQMqkG9c",C-H
610,2021-07-21 23:07:26,@aaaakuuuuuuu @ellointeristi @denzaif Dah biarin nanti kl yang lain kena covid biar dirasain sendiri,Es teh manis
611,2021-07-21 23:07:24,Dana Desa di Kukar untuk Tangani Covid-19 https://t.co/uAqleiCHwo,nomorsatu_kaltim
